citation,dist
aahd_estimationgroundwatervolumespumped_2009,0.99601936
aaheim_lostbenefitscarbonuptake_2018,1.4807956
aapro_digitalhealthoptimalsupportive_2020,1.6257046
abad_detectinglandslidedammedlakes_2022,1.6175777
abaduribarren_deeplearningassistedresolution_2022,1.4409709
abaduribarren_modelingenvironmentalinfluenceatlantic_2019,1.3557875
abapour_bayesiangametheoreticbased_2020,1.6285163
abate_hydrologicalmodelingkobogolina_2023,0.8688479
abay_urbanisationimprovehouseholdwelfare_2023,1.4613475
abbafati_globalburden369diseases_2020,1.6729038
abbas_characterizingclassifyingurbantree_2021,1.6219478
abbas_monitoringscaleforestrestoration_2023,1.4580349
abbas_predictingwaterqualityvariability_2023,1.2731471
abbasnezhad_incorporatingsocialpolicydrivers_2023,1.4537885
abbaszadeh_attitudesextramaritalrelationsrelated_2019,1.9083831
abbes_predictionnonstationarymultitemporal_2016,1.5753694
abbott_inboundarrivalsweathersurveillance_2023,1.3922447
abburu_engineeringevaluationglimpsesatellite_2015,1.708352
abcede_insarbaseddetectionmapping_2022,1.7629124
abdallah_spatialdistributionblockfalls_2010,1.6580124
abdelaal_integratedstudiesidentifysite_2021,1.483526
abdelfattah_webbasedgisenabled_2015,1.4445199
abdelghafar_anomalydetectionsatellitetelemetry_2019,1.8587682
abdelhaleem_applicationremotesensinggeographic_2021,0.78775007
abdelhamid_evaluationecosystemservicesresult_2022,1.1498806
abdelhamid_geospatialanalysislanddriving_2021,1.3921617
abdelhamid_impactassessmentlanddynamics_2023,1.1249661
abdelhamid_pastfuturelandland_2022,1.2389182
abdelrahman_mappingsoilslandrelated_2022,1.141004
abdelsamie_integrationruslemodelremote_2023,1.4094703
abdhamid_investigationpotentialsolarphotovoltaic_2021,1.4502219
abdi_soilerosiondegradationassessment_2023,1.518545
abdo_evolvingtotalevaluationmap_2020,1.2699409
abdo_modelingurbandynamicscarbon_2021,1.412184
abdollahi_explainableartificialintelligencexai_2023,1.6490939
abdollahi_remotesensingcapabilitiesobservational_2023,1.4777989
abdollahnejad_predictiondominantforesttree_2017,1.637139
abdrabo_integratedmethodologyurbanflood_2020,1.4431255
abdul_quantifyinglandscapestructurekelantan_2021,1.3354456
abdulaziz_distributionfecalcontaminationurbanized_2023,1.4837021
abdulhammed_satelliteimagesmatchingmosaic_2023,1.6017418
