citation,dist
aahd_estimationgroundwatervolumespumped_2009,1.5917894
aaheim_lostbenefitscarbonuptake_2018,1.7741451
aapro_digitalhealthoptimalsupportive_2020,1.4088006
abad_detectinglandslidedammedlakes_2022,1.8106208
abaduribarren_deeplearningassistedresolution_2022,1.6602206
abaduribarren_modelingenvironmentalinfluenceatlantic_2019,1.6669993
abapour_bayesiangametheoreticbased_2020,1.3124431
abate_hydrologicalmodelingkobogolina_2023,1.7701626
abay_urbanisationimprovehouseholdwelfare_2023,1.7353398
abbafati_globalburden369diseases_2020,1.545824
abbas_characterizingclassifyingurbantree_2021,1.7060388
abbas_monitoringscaleforestrestoration_2023,1.7757437
abbas_predictingwaterqualityvariability_2023,1.7730131
abbasnezhad_incorporatingsocialpolicydrivers_2023,1.6312158
abbaszadeh_attitudesextramaritalrelationsrelated_2019,1.7313353
abbes_predictionnonstationarymultitemporal_2016,1.7434934
abbott_inboundarrivalsweathersurveillance_2023,1.8660562
abburu_engineeringevaluationglimpsesatellite_2015,1.7319198
abcede_insarbaseddetectionmapping_2022,1.7024803
abdallah_spatialdistributionblockfalls_2010,1.7136757
abdelaal_integratedstudiesidentifysite_2021,1.8750792
abdelfattah_webbasedgisenabled_2015,1.319738
abdelghafar_anomalydetectionsatellitetelemetry_2019,1.7769797
abdelhaleem_applicationremotesensinggeographic_2021,1.7133226
abdelhamid_evaluationecosystemservicesresult_2022,1.560633
abdelhamid_geospatialanalysislanddriving_2021,1.6406403
abdelhamid_impactassessmentlanddynamics_2023,1.5743759
abdelhamid_pastfuturelandland_2022,1.5934604
abdelrahman_mappingsoilslandrelated_2022,1.6280016
abdelsamie_integrationruslemodelremote_2023,1.8018553
abdhamid_investigationpotentialsolarphotovoltaic_2021,1.574469
abdi_soilerosiondegradationassessment_2023,1.6070654
abdo_evolvingtotalevaluationmap_2020,1.8441756
abdo_modelingurbandynamicscarbon_2021,1.7433107
abdollahi_explainableartificialintelligencexai_2023,1.4561183
abdollahi_remotesensingcapabilitiesobservational_2023,1.3593452
abdollahnejad_predictiondominantforesttree_2017,1.6893439
abdrabo_integratedmethodologyurbanflood_2020,1.5834326
abdul_quantifyinglandscapestructurekelantan_2021,1.7412729
abdulaziz_distributionfecalcontaminationurbanized_2023,1.909395
abdulhammed_satelliteimagesmatchingmosaic_2023,1.5913672
abdulkadirov_satelliteimagerecognitionensemble_2024,1.6054492
abdulkalam_internationalpartnershiplunarmissions_2005,1.7188185
abdulkareem_termhydrologicimpactassessment_2018,1.7745318
abdulkareem_termrunoffdynamicsassessment_2019,1.7844585
abdullah_monitoringdrasticgrowthship_2013,1.7410713
abdullah_precisionagriculturepracticesplanting_2023,1.6613636
abdullah_urbangreenbluespace_2022,1.5054339
abdullahalmamun_ecosystemservicesassessmentvaluation_2017,1.6325547
abdullahi_gisbasedsustainablecity_2015,1.6443448
abdullahi_spatialmodellingsitesuitability_2014,1.6302329
abdulmajid_influencetechnologyadoptionfarmers_2024,1.4592593
abdusalam_characteristicsimpactfactorsevapotranspiration_2018,1.5396318
abebe_dynamicslandlandcover_2022,1.7611367
abebe_rurallandmanagementoptions_2020,1.717452
abedi_mineralpotentialmappingcentral_2015,1.7561307
abedigheshlaghi_gisdevelopmodelforest_2019,1.6378953
aben_callviewshedecologyadvancing_2018,1.164924
abera_anthropogenicthreatswetlandresources_2022,1.6264147
abera_estimatingwaterbudgetcomponents_2017,1.666486
abichou_uncertaintiesopticalremotesensing_2010,1.5716987
abidin_mangrovepotentialassessmentdetermining_2023,1.6333756
abiodun_centersspacesciencetechnology_1993,1.5998662
abiodun_remotesensinginformationage_1998,1.3442056
ablat_modisndvitimeseries_2021,1.8705723
abouelmagd_earthobservationsegyptiancoastal_2019,1.6123801
abousamra_detectionfillingphasesgrand_2021,1.6879556
abousamra_dynamicshumaninducedlakes_2022,1.6941634
aboushaara_trackingeffectsclimatechange_2022,1.5602117
abouzahr_estimatesmaternalmortalityinterpret_2011,1.4824855
abraham_classificationdetectionnaturaldisasters_2023,1.6788921
abraham_trialsimplantablemonitoringdevices_2014,1.5544863
abrahms_dynamicensemblemodelspredict_2019,1.7538905
abrahms_ontogeneticshiftssocialexperiential_2021,1.5456479
abreu_characterizingbraziliansanitarylandfill_2016,1.7700524
abrykosov_treatmentoceantidebackground_2022,1.500962
abuelgasim_changedetectionadaptivefuzzy_1999,1.5953591
abuelmagd_understandingclimatechangeimpact_2024,1.6978765
abujahidandalsharif_contemporarysurveyfreespace_2022,1.7770065
abunnasr_automatedlandsurfacetemperature_2023,1.6837759
abunnasr_perviouschangesurrogatediverse_2021,1.4371464
abunnasr_sebuautomatedgoogleearth_2022,1.5190771
abutaleb_estimatingurbangreennessindex_2021,1.679926
abutaleb_mappingeucalyptstreesresolution_2021,1.6490132
abutalip_digitaltwinatmosphericenvironment_2023,1.7389812
acevedo_spaceactivitiesbolivarianrepublic_2011,1.7412729
achard_pantropicalmonitoringdeforestation_2007,1.7042178
acharya_quantificationmappingsatellitedriven_2020,1.7754064
acheampong_optimisationmodelincentivisingdevelopment_2021,1.6826653
achmad_impactlandlandcover_2023,1.5971638
achu_machinelearningmodellingfire_2021,1.6948102
acierto_developmenthydrologicaltelemetrysystem_2018,1.6774668
aciltasman_impactmodernspatialinformation_2008,1.4056091
ackerman_economicenvironmentalbenefitsweather_1994,1.7731422
ackermann_digitalsurfacemodelsgnss_2014,1.7740549
ackman_extentintraprotocolintersitevariability_2019,1.6003387
acunaalonso_modellingevaluationlandsatellite_2022,1.5031939
ad_analyzingdepletiongroundwaterlevel_2019,1.4179299
adami_seasonalityvegetationtypessouth_2018,1.6790175
adamo_expertknowledgetranslatingland_2014,1.6469178
adamo_technologicallymediatedpracticessustainability_2022,1.527852
adamowicz_economicanalysisspeciesrisk_2016,1.4703455
adams_benefitsmexicanagricultureel_2002,1.3087273
adams_emergingroleremotesensing_2006,1.397737
adams_energyoptimizationextrasolarplanetary_2021,1.7267699
adams_improvedrangeweatherinformation_1995,0.8552711
adams_mappingfloristicgradientsforest_2019,1.649029
adan_earthobservationsatellitedata_2021,1.7488098
adar_testingpasturequalityindex_2023,1.5904777
addas_proposedplanningconceptpublic_2020,1.4913949
addona_raspberrypivideocamera_2022,1.567461
ade_genuslevelmappinginvasive_2022,1.7749492
adebola_roadmapintegratedspaceapplications_2021,1.7791394
adedeji_hybridneurofuzzyinvestigationshort_2021,1.7271158
adedeji_mappingmodelingecosystemservices_2018,1.5702873
adekunle_precisionagricultureapplicabilityopportunities_2013,1.5914419
adelowo_environmentalimpactassessmentattenda_2012,1.8751693
adeluyi_estimatingphenologicaldynamicsirrigated_2021,1.7037563
adem_estimationevapotranspirationbasedmetric_2023,1.6399161
adenle_spatialestimationvisualizationco2_2017,1.7240114
adeppady_reducingmicroservicesinterferencedeployment_2023,1.85312
adewumi_investigatinggroundwaterpotentialnortheastern_2023,1.350108
adeyemi_evaluationlandlandcover_2022,1.6178479
adeyemi_spectralindeximproveextraction_2021,1.1750875
adhikari_identificationprioritizationmappingecosystem_2018,1.5548956
adhikari_perceivedecosystemservicespanchase_2018,1.5827296
adilov_economicanalysisearthorbit_2015,1.6721344
adilov_estimateexpectedeconomiclosses_2023,1.7412729
adinarayana_approachlandplanninghilly_1995,1.6842012
adinarayana_integratedapproachprioritisationwatersheds_1995,1.7590408
adler_monitoringmountainschangingworld_2018,1.7594993
adriaensen_prioritiesnationalspacestrategies_2015,1.555953
adrian_sentinelsaropticalfusion_2021,1.811585
adugyamfi_reflectionssciencetechnologyinnovation_2022,1.5240781
adusei_spatialpredictionmappingwater_2021,1.6499593
aekakkararungroj_publiclygisbasedweb_2020,1.5952682
aerts_conservationethiopianchurchforests_2016,1.7813469
afan_adaptivemethodidentifyingmarine_2018,1.6228056
afandy_trendsprojectionsanalysisprecipitation_2023,1.290276
affek_impactsmodernmechanisedskidding_2017,1.6895729
