citation,dist
aahd_estimationgroundwatervolumespumped_2009,1.6070144
aaheim_lostbenefitscarbonuptake_2018,1.5700867
aapro_digitalhealthoptimalsupportive_2020,1.1118889
abad_detectinglandslidedammedlakes_2022,1.8438977
abaduribarren_deeplearningassistedresolution_2022,1.6262693
abaduribarren_modelingenvironmentalinfluenceatlantic_2019,1.7448511
abapour_bayesiangametheoreticbased_2020,1.5257175
abate_hydrologicalmodelingkobogolina_2023,1.799904
abay_urbanisationimprovehouseholdwelfare_2023,1.2604263
abbafati_globalburden369diseases_2020,1.2473392
abbas_characterizingclassifyingurbantree_2021,1.6159292
abbas_monitoringscaleforestrestoration_2023,1.6260525
abbas_predictingwaterqualityvariability_2023,1.6001682
abbasnezhad_incorporatingsocialpolicydrivers_2023,1.3225143
abbaszadeh_attitudesextramaritalrelationsrelated_2019,1.2670261
abbes_predictionnonstationarymultitemporal_2016,1.7000396
abbott_inboundarrivalsweathersurveillance_2023,1.490267
abburu_engineeringevaluationglimpsesatellite_2015,1.8222692
abcede_insarbaseddetectionmapping_2022,1.6719459
abdallah_spatialdistributionblockfalls_2010,1.7553594
abdelaal_integratedstudiesidentifysite_2021,1.9641092
abdelfattah_webbasedgisenabled_2015,1.5995324
abdelghafar_anomalydetectionsatellitetelemetry_2019,2.0739064
abdelhaleem_applicationremotesensinggeographic_2021,1.5783563
abdelhamid_evaluationecosystemservicesresult_2022,1.2982414
abdelhamid_geospatialanalysislanddriving_2021,1.527684
abdelhamid_impactassessmentlanddynamics_2023,1.6459832
abdelhamid_pastfuturelandland_2022,1.5334177
abdelrahman_mappingsoilslandrelated_2022,1.7348685
abdelsamie_integrationruslemodelremote_2023,1.6216699
abdhamid_investigationpotentialsolarphotovoltaic_2021,1.5456982
abdi_soilerosiondegradationassessment_2023,1.6805954
abdo_evolvingtotalevaluationmap_2020,1.7592802
abdo_modelingurbandynamicscarbon_2021,1.3296565
abdollahi_explainableartificialintelligencexai_2023,1.647228
abdollahi_remotesensingcapabilitiesobservational_2023,1.8452187
abdollahnejad_predictiondominantforesttree_2017,1.8656161
abdrabo_integratedmethodologyurbanflood_2020,1.6301758
abdul_quantifyinglandscapestructurekelantan_2021,1.5685115
abdulaziz_distributionfecalcontaminationurbanized_2023,1.6532669
abdulhammed_satelliteimagesmatchingmosaic_2023,1.6719459
abdulkadirov_satelliteimagerecognitionensemble_2024,1.7028837
abdulkalam_internationalpartnershiplunarmissions_2005,1.47119
abdulkareem_termhydrologicimpactassessment_2018,1.7617154
abdulkareem_termrunoffdynamicsassessment_2019,1.8190525
abdullah_monitoringdrasticgrowthship_2013,1.4311472
abdullah_precisionagriculturepracticesplanting_2023,1.427623
abdullah_urbangreenbluespace_2022,1.4548119
abdullahalmamun_ecosystemservicesassessmentvaluation_2017,1.2949343
abdullahi_gisbasedsustainablecity_2015,1.5795768
abdullahi_spatialmodellingsitesuitability_2014,1.6850668
abdulmajid_influencetechnologyadoptionfarmers_2024,1.2216684
abdusalam_characteristicsimpactfactorsevapotranspiration_2018,1.6928358
abebe_dynamicslandlandcover_2022,1.1770754
abebe_rurallandmanagementoptions_2020,1.5331516
abedi_mineralpotentialmappingcentral_2015,1.8862383
abedigheshlaghi_gisdevelopmodelforest_2019,1.5986104
aben_callviewshedecologyadvancing_2018,1.4694256
abera_anthropogenicthreatswetlandresources_2022,1.396569
abera_estimatingwaterbudgetcomponents_2017,1.6511073
abichou_uncertaintiesopticalremotesensing_2010,1.8570758
abidin_mangrovepotentialassessmentdetermining_2023,1.2464676
abiodun_centersspacesciencetechnology_1993,1.5424964
abiodun_remotesensinginformationage_1998,1.6363196
ablat_modisndvitimeseries_2021,1.8413124
abouelmagd_earthobservationsegyptiancoastal_2019,1.627199
abousamra_detectionfillingphasesgrand_2021,1.4092923
abousamra_dynamicshumaninducedlakes_2022,1.5522425
aboushaara_trackingeffectsclimatechange_2022,1.407583
