citation,dist
aahd_estimationgroundwatervolumespumped_2009,1.7656798
aaheim_lostbenefitscarbonuptake_2018,1.6704874
aapro_digitalhealthoptimalsupportive_2020,1.1877003
abad_detectinglandslidedammedlakes_2022,1.8196378
abaduribarren_deeplearningassistedresolution_2022,1.63878
abaduribarren_modelingenvironmentalinfluenceatlantic_2019,1.7892385
abapour_bayesiangametheoreticbased_2020,1.6291549
abate_hydrologicalmodelingkobogolina_2023,1.6715201
abay_urbanisationimprovehouseholdwelfare_2023,1.4484898
abbafati_globalburden369diseases_2020,1.3437264
abbas_characterizingclassifyingurbantree_2021,1.6914548
abbas_monitoringscaleforestrestoration_2023,1.5731852
abbas_predictingwaterqualityvariability_2023,1.7334144
abbasnezhad_incorporatingsocialpolicydrivers_2023,1.3955082
abbaszadeh_attitudesextramaritalrelationsrelated_2019,1.2499864
abbes_predictionnonstationarymultitemporal_2016,1.7193067
abbott_inboundarrivalsweathersurveillance_2023,1.7033298
abburu_engineeringevaluationglimpsesatellite_2015,1.8546008
abcede_insarbaseddetectionmapping_2022,1.7498491
abdallah_spatialdistributionblockfalls_2010,1.7737837
abdelaal_integratedstudiesidentifysite_2021,1.9246216
abdelfattah_webbasedgisenabled_2015,1.626502
abdelghafar_anomalydetectionsatellitetelemetry_2019,2.0362532
abdelhaleem_applicationremotesensinggeographic_2021,1.646616
abdelhamid_evaluationecosystemservicesresult_2022,1.3749127
abdelhamid_geospatialanalysislanddriving_2021,1.609071
abdelhamid_impactassessmentlanddynamics_2023,1.4309381
abdelhamid_pastfuturelandland_2022,1.458634
abdelrahman_mappingsoilslandrelated_2022,1.7455199
abdelsamie_integrationruslemodelremote_2023,1.7206709
abdhamid_investigationpotentialsolarphotovoltaic_2021,1.6282105
abdi_soilerosiondegradationassessment_2023,1.729939
abdo_evolvingtotalevaluationmap_2020,1.8027773
abdo_modelingurbandynamicscarbon_2021,1.3295135
abdollahi_explainableartificialintelligencexai_2023,1.6904526
abdollahi_remotesensingcapabilitiesobservational_2023,1.8308494
abdollahnejad_predictiondominantforesttree_2017,1.7669089
abdrabo_integratedmethodologyurbanflood_2020,1.5719032
abdul_quantifyinglandscapestructurekelantan_2021,1.6343932
abdulaziz_distributionfecalcontaminationurbanized_2023,1.7984024
abdulhammed_satelliteimagesmatchingmosaic_2023,1.7498491
abdulkadirov_satelliteimagerecognitionensemble_2024,1.6878891
abdulkalam_internationalpartnershiplunarmissions_2005,1.3825709
abdulkareem_termhydrologicimpactassessment_2018,1.8097035
abdulkareem_termrunoffdynamicsassessment_2019,1.8280507
abdullah_monitoringdrasticgrowthship_2013,1.3576388
abdullah_precisionagriculturepracticesplanting_2023,1.5616739
abdullah_urbangreenbluespace_2022,1.5048294
abdullahalmamun_ecosystemservicesassessmentvaluation_2017,1.3602098
abdullahi_gisbasedsustainablecity_2015,1.5663426
abdullahi_spatialmodellingsitesuitability_2014,1.6197262
abdulmajid_influencetechnologyadoptionfarmers_2024,1.1201277
abdusalam_characteristicsimpactfactorsevapotranspiration_2018,1.6265311
abebe_dynamicslandlandcover_2022,1.4149032
abebe_rurallandmanagementoptions_2020,1.6035802
abedi_mineralpotentialmappingcentral_2015,1.9479804
abedigheshlaghi_gisdevelopmodelforest_2019,1.5487537
aben_callviewshedecologyadvancing_2018,1.4499645
abera_anthropogenicthreatswetlandresources_2022,1.4001446
abera_estimatingwaterbudgetcomponents_2017,1.624974
abichou_uncertaintiesopticalremotesensing_2010,1.852339
abidin_mangrovepotentialassessmentdetermining_2023,1.4456875
abiodun_centersspacesciencetechnology_1993,1.6329618
abiodun_remotesensinginformationage_1998,1.5454615
ablat_modisndvitimeseries_2021,1.897047
abouelmagd_earthobservationsegyptiancoastal_2019,1.6859403
abousamra_detectionfillingphasesgrand_2021,1.6473936
abousamra_dynamicshumaninducedlakes_2022,1.6798999
aboushaara_trackingeffectsclimatechange_2022,1.5181
abouzahr_estimatesmaternalmortalityinterpret_2011,1.5878198
abraham_classificationdetectionnaturaldisasters_2023,1.561842
abraham_trialsimplantablemonitoringdevices_2014,1.7076149
abrahms_dynamicensemblemodelspredict_2019,1.8018975
abrahms_ontogeneticshiftssocialexperiential_2021,1.5307283
abreu_characterizingbraziliansanitarylandfill_2016,1.8358166
abrykosov_treatmentoceantidebackground_2022,1.8460041
abuelgasim_changedetectionadaptivefuzzy_1999,1.5949614
abuelmagd_understandingclimatechangeimpact_2024,1.7023585
abujahidandalsharif_contemporarysurveyfreespace_2022,1.7755861
abunnasr_automatedlandsurfacetemperature_2023,1.459553
abunnasr_perviouschangesurrogatediverse_2021,1.2969604
abunnasr_sebuautomatedgoogleearth_2022,1.3697188
abutaleb_estimatingurbangreennessindex_2021,1.6187915
abutaleb_mappingeucalyptstreesresolution_2021,1.5289686
abutalip_digitaltwinatmosphericenvironment_2023,1.8603014
acevedo_spaceactivitiesbolivarianrepublic_2011,1.5132766
achard_pantropicalmonitoringdeforestation_2007,1.6746033
acharya_quantificationmappingsatellitedriven_2020,1.7651911
acheampong_optimisationmodelincentivisingdevelopment_2021,1.6608737
achmad_impactlandlandcover_2023,1.6652184
achu_machinelearningmodellingfire_2021,1.6240722
acierto_developmenthydrologicaltelemetrysystem_2018,1.3897673
aciltasman_impactmodernspatialinformation_2008,1.5516672
ackerman_economicenvironmentalbenefitsweather_1994,1.495708
ackermann_digitalsurfacemodelsgnss_2014,1.877707
ackman_extentintraprotocolintersitevariability_2019,1.6904688
acunaalonso_modellingevaluationlandsatellite_2022,1.3345234
ad_analyzingdepletiongroundwaterlevel_2019,1.4281511
adami_seasonalityvegetationtypessouth_2018,1.6564871
adamo_expertknowledgetranslatingland_2014,1.6760209
adamo_technologicallymediatedpracticessustainability_2022,1.2359519
adamowicz_economicanalysisspeciesrisk_2016,1.3837087
adams_benefitsmexicanagricultureel_2002,1.3362842
adams_emergingroleremotesensing_2006,1.7498493
adams_energyoptimizationextrasolarplanetary_2021,1.831727
adams_improvedrangeweatherinformation_1995,1.4959321
adams_mappingfloristicgradientsforest_2019,1.5224955
