title,author,year,key,pdf_out,csv_out
Vermont Global Warming Solutions Act: The Costs of Inaction from Land Conversions,"Younts, Grayson L. and Mikhailova, Elena A. and Lin, Lili and Hao, Zhenbang and Zurqani, Hamdi A. and Post, Christopher J. and Schlautman, Mark A. and Shepherd, George B.",2022,younts_vermontglobalwarmingsolutions_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/younts_2022_vermont_global_warming_solutions.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/younts_2022_vermont_global_warming_solutions.csv
Sentinel-1 Snow Depth Retrieval at Sub-Kilometer Resolution over the European Alps,"Lievens, Hans and Brangers, Isis and Marshall, Hans-Peter and Jonas, Tobias and Olefs, Marc and De Lannoy, Gabrielle",2022,lievens_sentinel1snowdepth_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/lievens_2022_sentinel_1_snow_depth.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/lievens_2022_sentinel_1_snow_depth.csv
Emergent Challenges for Science Suas Data Management: Fairness through Community Engagement and Best Practices Development,"Wyngaard, Jane and Barbieri, Lindsay and Thomer, Andrea and Adams, Josip and Sullivan, Don and Crosby, Christopher and Parr, Cynthia and Klump, Jens and Raj Shrestha, Sudhir and Bell, Tom",2019,wyngaard_emergentchallengessciencesuas_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/wyngaard_2019_emergent_challenges_for_science.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/wyngaard_2019_emergent_challenges_for_science.csv
"The Use of Innovative Techniques for Management of High-Risk Coastal Areas, Mitigation of Earthquake-Triggered Landslide Risk and Responsible Coastal Development","Mavroulis, Spyridon and Vassilakis, Emmanuel and Diakakis, Michalis and Konsolaki, Aliki and Kaviris, George and Kotsi, Evangelia and Kapetanidis, Vasilis and Sakkas, Vassilis and Alexopoulos, John D. and Lekkas, Efthymis and Voulgaris, Nicholas",2022,mavroulis_innovativetechniquesmanagementrisk_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/mavroulis_2022_the_use_of_innovative.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/mavroulis_2022_the_use_of_innovative.csv
Neutrosophic Game Pricing Methods with Risk Aversion for Pricing of Data Products,"Luo, Suizhi and Xing, Lining",2021,luo_neutrosophicgamepricingmethods_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/luo_2021_neutrosophic_game_pricing_methods.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/luo_2021_neutrosophic_game_pricing_methods.csv
Remotely Sensed Vegetation Productivity Predicts Breeding Activity and Drought Refuges for a Threatened Bird in Semi-Arid Australia,"Young, A. R. and Selwood, K. E. and Benshemesh, J. and Wright, J. and Southwell, D.",2022,young_remotelysensedvegetationproductivity_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/young_2022_remotely_sensed_vegetation_productivity.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/young_2022_remotely_sensed_vegetation_productivity.csv
"Monitoring, Evaluation, Accountability, and Learning (Meal) in Anticipatory Action-Earth Observation as a Game Changer","Enenkel, Markus and Dall, Karen and Huyck, Charles K. and McClain, Shanna N. and Bell, Veronica",2022,enenkel_monitoringevaluationaccountabilitylearning_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/enenkel_2022_monitoring_evaluation_accountability_and.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/enenkel_2022_monitoring_evaluation_accountability_and.csv
Landscape Disturbance Gradients: The Importance of the Type of Scene When Evaluating Landscape Preferences and Perceptions,"Altamirano, Adison and {Gonzalez-Suhr}, Carolina and Marien, Caroline and Catalan, German and Miranda, Alejandro and Prado, Marco and Tits, Laurent and Vieli, Lorena and Meli, Paula",2020,altamirano_landscapedisturbancegradientsimportance_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/altamirano_2020_landscape_disturbance_gradients_the.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/altamirano_2020_landscape_disturbance_gradients_the.csv
Crop Dominance Mapping with Irs-P6 and Modis 250-M Time Series Data,"Gumma, Murali Krishna and Pyla, Kesava Rao and Thenkabail, Prasad S. and Reddi, Venkataramana Murthy and Naresh, Gundapaka and Mohammed, Irshad A. and Rafi, Ismail M. D.",2014,gumma_cropdominancemappingirs_2014,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/gumma_2014_crop_dominance_mapping_with.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/gumma_2014_crop_dominance_mapping_with.csv
Integrating Field and Satellite Data for Spatially Explicit Inference on the Density of Threatened Arboreal Primates,"Cavada, Nathalie and Ciolli, Marco and Rocchini, Duccio and Barelli, Claudia and Marshall, Andrew R. and Rovero, Francesco",2017,cavada_integratingfieldsatellitedata_2017,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/cavada_2017_integrating_field_and_satellite.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/cavada_2017_integrating_field_and_satellite.csv
Enhancing Land Cover Mapping and Monitoring: An Interactive and Explainable Machine Learning Approach Using Google Earth Engine,"Chen, Haifei and Yang, Liping and Wu, Qiusheng",2023,chen_enhancinglandcovermapping_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/chen_2023_enhancing_land_cover_mapping.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/chen_2023_enhancing_land_cover_mapping.csv
Rapid Estimation of Canopy Nitrogen of Cereal Crops at Paddock Scale Using a Canopy Chlorophyll Content Index,"Perry, Eileen M. and Fitzgerald, Glenn J. and Nuttall, James G. and O'Leary, Garry J. and Schulthess, Urs and Whitlock, Andrew",2012,perry_rapidestimationcanopynitrogen_2012,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/perry_2012_rapid_estimation_of_canopy.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/perry_2012_rapid_estimation_of_canopy.csv
Integrating Detailed Timber Assortments into Airborne Laser Scanning (Als)-Based Assessments of Logging Recoveries,"Sanz, Blanca and Malinen, Jukka and Sirparanta, Sanna and Peuhkurinen, Jussi and Leppanen, Vesa and Melkas, Timo and Riekki, Kirsi and Kauranne, Tuomo and Vastaranta, Mikko and Tokola, Timo",2021,sanz_integratingdetailedtimberassortments_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/sanz_2021_integrating_detailed_timber_assortments.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/sanz_2021_integrating_detailed_timber_assortments.csv
Satellite Imagery as a Single Source of Predictor Variables for Habitat Suitability Modelling: How Landsat Can Inform the Conservation of a Critically Endangered Lemur,"Lahoz-Monfort}, J. J. and {Guillera-Arroita}, G. and {Milner-Gulland}, E. J. and Young, R. P. and Nicholson, E.",2010,lahozmonfort_satelliteimagerysinglesource_2010,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/lahozmonfort_2010_satellite_imagery_as_a.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/lahozmonfort_2010_satellite_imagery_as_a.csv
"Estimating District-Level Electricity Consumption Using Remotely Sensed Data in Eastern Economic Corridor, Thailand","Hutasavi, Sirikul and Chen, Dongmei",2021,hutasavi_estimatingdistrictlevelelectricity_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/hutasavi_2021_estimating_district_level_electricity.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/hutasavi_2021_estimating_district_level_electricity.csv
Challenges and Opportunities for Cost-Effective Use of Unmanned Aerial System in Agriculture,"Cavalaris, C.",2023,cavalaris_challengesopportunitiescosteffective_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/cavalaris_2023_challenges_and_opportunities_for.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/cavalaris_2023_challenges_and_opportunities_for.csv
Enabling Efficient Service Function Chains at Terrestrial-Satellite Hybrid Cloud Networks,"Feng, B. and Li, G. and Li, G. and Zhang, Y. and Zhou, H. and Yu, S.",2019,feng_enablingefficientservicefunction_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/feng_2019_enabling_efficient_service_function.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/feng_2019_enabling_efficient_service_function.csv
Evaluating Performance of Community-Based Irrigation Schemes Using Remote-Sensing Technologies to Enhance Sustainable Irrigation Water Management,"Bashe, Tsigemariam and Alamirew, Tena and Dejen, Zeleke Agide",2023,bashe_evaluatingperformancecommunitybased_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/bashe_2023_evaluating_performance_of_community.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/bashe_2023_evaluating_performance_of_community.csv
Cloud Cover and Its Impact on Brazil's Deforestation Satellite Monitoring Program: Evidence from the Cerrado Biome of the Brazilian Legal Amazon,"Sales, Vilane G. and Strobl, Eric and Elliott, Robert J. R.",2022,sales_cloudcoverimpactbrazil's_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/sales_2022_cloud_cover_and_its.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/sales_2022_cloud_cover_and_its.csv
Remote Sensing Agricultural Crop Type for Sustainable Development in South Africa,"Jensen, J. R. and {Garcia-Quijano}, M. and Hadley, B. and Im, J. and Wang, Z. and Nel, A. L. and Teixeira, E. and Davis, B. A.",2006,jensen_remotesensingagriculturalcrop_2006,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/jensen_2006_remote_sensing_agricultural_crop.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/jensen_2006_remote_sensing_agricultural_crop.csv
"Monitoring Soil-Plant Interactions and Maize Yield by Satellite Vegetation Indexes, Soil Electrical Conductivity and Management Zones","de Almeida}, Gabriele Silva and Rizzo, Rodnei and Amorim, Merilyn Taynara Accorsi and {dos Santos}, Natasha Valadares and Rosas, Jorge Tadeu Fim and Campos, Lucas Rabelo and Rosin, Nicolas Augusto and Zabini, Andre Vinicius and Dematte, Jose A. M.",2023,dealmeida_monitoringsoilplantinteractions_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/dealmeida_2023_monitoring_soil_plant_interactions.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/dealmeida_2023_monitoring_soil_plant_interactions.csv
Machine Learning as a Strategic Tool for Helping Cocoa Farmers in Cote d'ivoire,"Ferraris, Stefano and Meo, Rosa and Pinardi, Stefano and Salis, Matteo and Sartor, Gabriele",2023,ferraris_machinelearningstrategictool_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/ferraris_2023_machine_learning_as_a.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/ferraris_2023_machine_learning_as_a.csv
Ndvi Identification and Survey of a Roman Road in the Northern Spanish Province of Alava,"Gonzalez, Juan Jose Fuldain and Varon Hernandez, Felix Rafael",2019,gonzalez_ndviidentificationsurveyroman_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/gonzalez_2019_ndvi_identification_and_survey.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/gonzalez_2019_ndvi_identification_and_survey.csv
Lessons Learned from Participatory Land Use Planning with High-Resolution Remote Sensing Images in Tanzania: Practitioners' and Participants' Perspectives,"Eilola, Salla and Kayhko, Niina and Fagerholm, Nora",2021,eilola_lessonslearnedparticipatoryland_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/eilola_2021_lessons_learned_from_participatory.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/eilola_2021_lessons_learned_from_participatory.csv
Mapping for Coral Reef Conservation: Comparing the Value of Participatory and Remote Sensing Approaches,"Selgrath, Jennifer C. and Roelfsema, Chris and Gergel, Sarah E. and Vincent, Amanda C. J.",2016,selgrath_mappingcoralreefconservation_2016,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/selgrath_2016_mapping_for_coral_reef.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/selgrath_2016_mapping_for_coral_reef.csv
Mesoscale Convective Systems Monitoring on the Basis of Msg Data - Case Studies,"Szafranek, K. and Jakubiak, B. and Lech, R. and Tomczuk, M.",2015,szafranek_mesoscaleconvectivesystemsmonitoring_2015,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/szafranek_2015_mesoscale_convective_systems_monitoring.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/szafranek_2015_mesoscale_convective_systems_monitoring.csv
Small Drones for Community-Based Forest Monitoring: An Assessment of Their Feasibility and Potential in Tropical Areas,"Paneque-Galvez}, Jaime and McCall, Michael K. and Napoletano, Brian M. and Wich, Serge A. and Koh, Lian Pin",2014,panequegalvez_dronescommunitybasedforest_2014,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/panequegalvez_2014_small_drones_for_community.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/panequegalvez_2014_small_drones_for_community.csv
Landscape Design as a Tool to Reduce Soil Salinization: The Study Case of Keriya Oasis (Nw China),"Seydehmet, Jumeniyaz and Lv, Guang-Hui and Abliz, Abdugheni",2019,seydehmet_landscapedesigntoolreduce_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/seydehmet_2019_landscape_design_as_a.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/seydehmet_2019_landscape_design_as_a.csv
Determining the Optimal Phenological Stage for Predicting Common Dry Bean (Phaseolus Vulgaris) Yield Using Field Spectroscopy,"Rajah, P. and Odindi, J. and {Abdel-Rahman}, E. and Mutanga, O.",2017,rajah_determiningoptimalphenologicalstage_2017,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/rajah_2017_determining_the_optimal_phenological.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/rajah_2017_determining_the_optimal_phenological.csv
Forest Fire Risk Zone Mapping of Eravikulam National Park in India: A Comparison between Frequency Ratio and Analytic Hierarchy Process Methods,"Pradeep, G. S. and Danumah, Jean Homian and Nikhil, S. and Prasad, Megha K. and Patel, Nilanchal and Mammen, Pratheesh C. and Rajaneesh, A. and Oniga, Valeria-Ersilia and Ajin, R. S. and Kuriakose, Sekhar L.",2022,pradeep_forestfireriskzone_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/pradeep_2022_forest_fire_risk_zone.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/pradeep_2022_forest_fire_risk_zone.csv
Multi-Decadal Assessment of Soil Loss in a Mediterranean Region Characterized by Contrasting Local Climates,"Samela, Caterina and Imbrenda, Vito and Coluzzi, Rosa and Pace, Letizia and Simoniello, Tiziana and Lanfredi, Maria",2022,samela_multidecadalassessmentsoil_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/samela_2022_multi_decadal_assessment_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/samela_2022_multi_decadal_assessment_of.csv
"On the Future of Argo: A Global, Full-Depth, Multi-Disciplinary Array","Roemmich, Dean and Alford, Matthew H. and Claustre, Herve and Johnson, Kenneth and King, Brian and Moum, James and Oke, Peter and Owens, W. Brechner and Pouliquen, Sylvie and Purkey, Sarah and Scanderbeg, Megan and Suga, Toshio and Wijffels, Susan and Zilberman, Nathalie and Bakker, Dorothee and Baringer, Molly and Belbeoch, Mathieu and Bittig, Henry C. and Boss, Emmanuel and Calil, Paulo and Carse, Fiona and Carval, Thierry and Chai, Fei and Conchubhair, Diarmuid O. and {d'Ortenzio}, Fabrizio and Dall'Olmo, Giorgio and Desbruyeres, Damien and Fennel, Katja and Fer, Ilker and Ferrari, Raffaele and Forget, Gael and Freeland, Howard and Fujiki, Tetsuichi and Gehlen, Marion and Greenan, Blair and Hallberg, Robert and Hibiya, Toshiyuki and Hosoda, Shigeki and Jayne, Steven and Jochum, Markus and Johnson, Gregory C. and Kang, KiRyong and Kolodziejczyk, Nicolas and Kortzinger, Arne and Le Traon, Pierre-Yves and Lenn, Yueng-Djern and Maze, Guillaume and Mork, Kjell Arne and Morris, Tamaryn and Nagai, Takeyoshi and Nash, Jonathan and Garabato, Alberto Naveira and Olsen, Are and Pattabhi, Rama Rao and Prakash, Satya and Riser, Stephen and Schmechtig, Catherine and Schmid, Claudia and Shroyer, Emily and Sterl, Andreas and Sutton, Philip and Talley, Lynne and Tanhua, Toste and Thierry, Virginie and Thomalla, Sandy and Toole, John and Troisi, Ariel and Trull, Thomas W. and Turton, Jon and {Velez-Belchi}, Pedro Joaquin and Walczowski, Waldemar and Wang, Haili and Wanninkhof, Rik and Waterhouse, Amy F. and Waterman, Stephanie and Watson, Andrew and Wilson, Cara and Wong, Annie P. S. and Xu, Jianping and Yasuda, Ichiro",2019,roemmich_futureargoglobaldepth_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/roemmich_2019_on_the_future_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/roemmich_2019_on_the_future_of.csv
Spatial Coverage of Monitoring Networks: A Climate Observing System Simulation Experiment,"Weatherhead, Elizabeth C. and Bodeker, Greg E. and Fasso, Alessandro and Chang, Kai-Lan and Lazo, Jeffrey K. and Clack, C. T. M. and Hurst, Dale F. and Hassler, Birgit and English, Jason M. and Yorgun, Soner",2017,weatherhead_spatialcoveragemonitoringnetworks_2017,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/weatherhead_2017_spatial_coverage_of_monitoring.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/weatherhead_2017_spatial_coverage_of_monitoring.csv
Avhrr Data for Real-Time Operational Flood Forecasting in Malaysia,"Billa, L. and Mansor, S. and Mahmud, A. R. and Ghazali, A. H.",2005,billa_avhrrdatarealtime_2005,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/billa_2005_avhrr_data_for_real.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/billa_2005_avhrr_data_for_real.csv
Integration of Lidar and Pleiades Data in Identifying the Potential of Hazardous Trees,"Suhaizad, L. S. and Khalid, N. and Tahar, K. N.",2022,suhaizad_integrationlidarpleiadesdata_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/suhaizad_2022_integration_of_lidar_and.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/suhaizad_2022_integration_of_lidar_and.csv
Using Bioacoustics to Enhance the Efficiency of Spotted Owl Surveys and Facilitate Forest Restoration,"Kramer, H. A. and Kelly, K. G. and Whitmore, S. A. and Berigan, W. J. and Reid, D. S. and Wood, C. M. and Klinck, H. and Kahl, S. and Manley, P. N. and Sawyer, S. C. and Peery, M. Z.",2024,kramer_bioacousticsenhanceefficiencyspotted_2024,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/kramer_2024_using_bioacoustics_to_enhance.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/kramer_2024_using_bioacoustics_to_enhance.csv
Design of Terrace Drainage Networks Using Uav-Based High-Resolution Topographic Data,"Pijl, Anton and Tosoni, Michele and Roder, Giulia and Sofia, Giulia and Tarolli, Paolo",2019,pijl_designterracedrainagenetworks_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/pijl_2019_design_of_terrace_drainage.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/pijl_2019_design_of_terrace_drainage.csv
An Evaluation of the Use of Remotely Sensed Parameters for Prediction of Incidence and Risk Associated with Vibrio Parahaemolyticus in Gulf Coast Oysters (Crassostrea Virginica),"Phillips, A. M. B. and DePaola, A. and Bowers, J. and Ladner, S. and Grimes, D. J.",2007,phillips_evaluationremotelysensedparameters_2007,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/phillips_2007_an_evaluation_of_the.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/phillips_2007_an_evaluation_of_the.csv
Mapping a Specific Class for Priority Habitats Monitoring from Satellite Sensor Data,"Boyd, Doreen S. and {Sanchez-Hernandez}, Carolina and Foody, Giles M.",2006,boyd_mappingspecificclasspriority_2006,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/boyd_2006_mapping_a_specific_class.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/boyd_2006_mapping_a_specific_class.csv
