"id","title","abstract","authors","doi","date_screened_t&a","t&a_status","t&a_exclusion_reasons","publication_year","tags","keywords"
6863695,"Understanding Large-Scale Deforestation In Southern Jinotega, Nicaragua From 1978 To 1999 Through The Examination Of Changes In Land Use And Land Cover","Nicaragua, home to the largest remaining extent of rainforest in Central America (total surface area) and to a significant indigenous population, has lost approximately half of its forest cover since 1950. This major and rapid loss of forest cover has been explained as the consequence of an eastward moving agricultural frontier that cuts through the region of Jinotega. If the current deforestation rate continues, the country could lose its remaining forest cover over the course of the next two decades; therefore, it is essential that the dynamics and relationships of land-use and land-cover change (LUCC) in this region are understood. To examine LUCC in Nicaragua over time, Landsat imagery from the southern portion of the region of Jinotega, taken in 1978, 1987, and 1999 was utilized. A remote-sensing method, supervised classification, which allows for the grouping of spectrally similar values for each year, followed by an image change detection analysis (postclassification comparison) was conducted. Groundtruthing (field validation) was conducted in 2006 to validate the data, which yielded increasing overall accuracy rates of 71.68% for 1978, 82.35% for 1987, and 84.38% for 1999. The classification and change detection results showed that if the agricultural cultivation overtook this region, it happened before 1978. Therefore, the possibility that either deforestation did not actually occur along an agricultural frontier or that it was located further east exists; this would be an interesting subject for future studies. There was, however, clear evidence of increased forest cover from 1987 to 1999 near the urban center, correlating with the enforced reforestation law in the city of Jinotega. © 2008 Elsevier Ltd. All rights reserved.","{""Kelly, N. M."",""Zeledon, E. B.""}","10.1016/j.jenvman.2008.03.016",2024-07-19 19:20:16,"excluded","{""Data is not valued""}",2009,"{calibration}","{""Agricultural frontier"",""Applied remote sensing"",""Central America"",""Forest cover"",Jinotega,Nicaragua,Postclassification,accuracy,""agricultural procedures"",article,deforestation,""environmental change"",""forest management"",""image analysis"",""image classification"",""indigenous people"",""land use"",""land use change"",""law enforcement"",""rain forest"",reforestation,""remote sensing"",""satellite imagery"",""urban area""}"
6862729,"Comparison Of Petiole Nitrate Concentrations, Spad Chlorophyll Readings, And Quickbird Satellite Imagery In Detecting Nitrogen Status Of Potato Canopies","Nitrogen (N) management is critical in optimizing potato yield and quality and reducing environmental pollution. Six N rates from 34 to 270 kg ha(-1), and different timing of N application were used in a 3-year field experiment to contrast SPAD-502 chlorophyll meter and QuickBird satellite imagery data against the conventional petiole sampling technique for assessing canopy N status. Overall treatment variations in SPAD readings were consistent with those in petiole nitrate-nitrogen (NO3-N) concentrations. However, the ability of the SPAD meter to detect treatment differences varied with growth stage and growing season. Severe N deficiency was detected about I month after emergence with SPAD readings, but as early as 2 weeks after emergence with petiole NO3-N concentrations. Petiole NO3-N concentrations tended to differentiate more treatment variations than SPAD readings at all growth stages except at hilling. N deficiency was detected with QuickBird image-derived vegetation indices (VIs) at the hilling stage in 2002, but not in 2003. At the post-hilling stage, treatment differences in VI values were minimal and insignificant except very late in the growing season. SPAD meters could be used as an indirect method for detecting N deficiency at the hilling stage when making supplemental N applications, but they are not as sensitive as the petiole sampling method. The sensitivity of QuickBird imagery to canopy N variations needs to be further tested with more pixel data. However, cloud interference and high cost of images could limit the use of QuickBird data in making timely management decisions. (c) 2006 Elsevier B.V. All rights reserved.","{""Bauer, Marvin E."",""Rosen, Carl J."",""Wang, Dong"",""Wu, Jindong""}","10.1016/j.fcr.2006.09.014",2024-07-19 18:22:47,"excluded","{""Data is not valued""}",2007,"{calibration}","{""chlorophyll meter; petiole sampling; remote sensing; vegetation index""}"
6863523,"Application Of The Metric Model For Mapping Evapotranspiration Over The Sundarban Biosphere Reserve, India","This study is an attempt to estimate the spatial distribution of daily evapotranspiration (ET) in the Indian part of the Sundarban Biosphere Reserve by utilizing the (Mapping Evapo Transpiration at high resolution with internalized Calibration (METRIC) model. Landsat 8 OLI satellite image was used to run the METRIC model and calculate ET to explain the overall surface energy balance in the area under the present climatic conditions. The result obtained shows that, the ET minimum value ranges from 6.874 mm/day in cropland to a maximum of 12.321 mm/day in the forest and water bodies. We used a (ETrF) value of 1 for forests since the forest surface temperature was lower than the air temperature, resulting in a negative sensible heat flow. The use of METRIC energy balancing procedures for validation purposes using Landsat imagery shows that the per hourly, monthly, and yearly ET estimations acquired using MODIS (Moderate Resolution Imaging Spectro radiometer) data may be effectively reproduced. The research includes a novel component that verifies the efficacy of this technique for water conservation, as well as satellite-based technology, which offers effective and efficient tools for integrated evapotranspiration estimation.","{""De, Aakash"",""De, Tarun Kumar"",""Mondal, Ismail"",""Thakur, Sandeep""}","10.1016/j.ecolind.2022.108553",2024-07-17 19:23:58,"excluded","{""Data is not valued""}",2022,"{calibration}","{""SEBAL; Remote Sensing; LST; Vegetation 's model; METRIC; Evapotranspiration""}"
6862994,"Effect Of An Environmental Flow On Vegetation Growth And Health Using Ground And Remote Sensing Metrics","Understanding the effectiveness of environmental flow deliveries along rivers requires monitoring vegetation. Monitoring data are often collected at multiple spatial scales. For riparian vegetation, optical remote sensing methods can estimate growth responses at the riparian corridor scale, and field-based measures can quantify species composition; however, the extent to which these different measures are duplicative or complementary is important to understand when planning monitoring programmes with limited resources. In this study, we analysed riparian vegetation growth in the delta of the Colorado River in response to an experimental pulse flow. Our goal was to compare ground-based measurements of vegetation structure and composition with satellite-based Landsat radiometric variables, such as the normalized difference vegetation index (NDVI). We made this comparison in 21 transects following the delivery of 131.8 million cubic meters (mcm) of water in the stream channel during the spring of 2014 as a pulse flow and 38.4 mcm as base flows. Vegetation cover increased 14\% and NDVI increased 0.02 (15\%) by October 2015, and both variables returned to pre-pulse flow values in October 2016. Observed changes in vegetation structure and composition did not persist after the second year. The highest increase in vegetation cover in October 2014 and October 2015 resulted from species that could respond rapidly to additional water such as reeds (Arundo donax and Phragmites australis), cattail (Typha domingensis), and herbaceous plants. Dominant shrubs, saltcedar (Tamarix spp.) and arrowweed (Pluchea sericea), both indicative of nonrestored habitats showed variable increases in cover, and native trees (Salicaceae family) presented low increases (1\%). The strong NDVI-vegetation cover relationship indicates that NDVI is appropriate to detect changes at the riparian corridor scale but needs to be complemented with ground data to determine the contributions by different species to the observed trends.","{""Flessa, Karl W."",""Glenn, Edward P."",""Gomez-Sapiens, Martha M."",""Jarchow, Christopher J."",""Nagler, Pamela L."",""Shafroth, Patrick B.""}","10.1002/hyp.13689",2024-07-17 18:35:34,"excluded","{""Data is not valued""}",2020,"{comparison}","{""Colorado River Delta; cover NDVI; environmental flow; riparian monitoring; vegetation structure""}"
6863549,"Coastal Wetlands Of The Northern Gulf Of California: Inventory And Conservation Status","1. Above 28 degrees N, the coastline of the northern Gulf of California is indented Lit frequent intervals by negative or inverse estuaries that are saltier at their backs than at their Mouths due to the lack of freshwater inflow. These 'esteros' total over 215000 ha in area and encompass mangrove marshes below 29 degrees N and saltgrass (Distichlis palmeri) marshes north of 29 degrees N. An additional 6000 ha of freshwater and brackish wetlands are found in the Colorado River delta where fresh water enters the interticial zone. 2. The mangrove marshes in the Gulf of California have been afforded some degree of protected status in Mexico, but the northern saltgrass esteros do not have priority conservation status and are increasingly becoming development targets for resorts, vacation homes and aquaculture sites. 3. We conducted an inventory of the marshes using aerial photography and satellite images, and evaluated the extent and type of development on each marsh. We reviewed the available literature on the marshes to document their vegetation types, and ecological functions in the adjacent marine and terrestrial ecosystems. 4. Over 95\% of the mangrove marshes have been developed for shrimp fanning. However, the farms are built adjacent to, rather than in, the marshes, and the mangrove stands are still mostly intact. 5. The majority of saltgrass marshes above the mangrove line are still relatively unspoiled. However, resort and Vacation home development is taking place on land Surrounding them. 6. We recommend a system of protected reserves incorporating the pristine wetlands, along with water quality management and buffer zones For the more developed esteros. The saltgrass marshes should be considered for conservation protection, similar to the protection given to the Southern mangrove marshes whose Value has already been recognized. Copyright (C) 2006 John Wiley \& Sons, Ltd.","{""Brusca, RC"",""Glenn, EP"",""Hinojosa-Huerta, O"",""Nagler, PL""}","10.1002/aqc.681",2024-07-19 20:24:45,"excluded","{""Data is not valued""}",2006,"{}","{""estero; estuary; wetland; Distichlis palmeri; saltgrass; mangrove""}"
6863702,"Ecological Security Layout Planning Of Chongqing Section In The Three Gorges Reservoir Area Based On The Model Of Minimum Cumulative Coefficient","The Three Gorges Reservoir Area is a region with sensitive, fragile and complicated ecological environment in the upper reaches of the Yangtze River. The construction of its ecological security pattern plays an important role in maintaining regional ecological security and achieving regional sustainable development. In this study, the Chongqing section of the Three Gorges Reservoir area was used as the research area, using 2018 land use status data and remote sensing data to build an evaluation system of the importance of ecological services and ecological sensitivity to comprehensively determine ecological source areas; Determine the resistance value and use the minimum cumulative resistance model to build an ecological corridor to form an ecological security pattern in the Chongqing section of the Three Gorges reservoir area. The research results show that the ecological source area of the Chongqing section of the Three Gorges Reservoir area is 13 660.80 km2, accounting for 29.61% of the total area of the study area, which is mainly distributed in Wuxi, Fengjie, Shizhu, Kaizhou and other counties; 81, with a total length of 3 069.29 km, the corridors are distributed in a tree-like radiation, showing the spatial pattern of ""Northeast-Southwest"" tree-like distribution; The ecological security pattern of ""one corridor and two circles"" in the northeast of the Three Gorges Reservoir, the southwestern urban ecosphere of the Three Gorges Reservoir, and the central corridor connecting the two gorges is formed by the ecological source and the corridor. The results of the study are of great significance to the protection of the ecological safety of the Three Gorges Reservoir area and can provide a scientific basis for the environmental protection of the Three Gorges Reservoir area. © 2021, Science Press. All right reserved.","{""Li, M. H."",""Liu, X. W."",""Meng, H. B."",""Peng, C. H."",""Zhou, L."",""Zhou, Q. G.""}","10.11870/cjlyzyyhj202108013",2024-07-19 19:25:34,"excluded","{""Data is not valued""}",2021,"{}","{""Ecological security pattern"",""Minimum cumulative resistance"",""Three Gorges Reservoir area""}"
6863492,"Biodiversity And Health: Lessons And Recommendations From An Interdisciplinary Conference To Advise Southeast Asian Research, Society And Policy","Southeast Asia is an economic, biodiverse, cultural and disease hotspot. Due to rapid socio-economic and environmental changes, the role of biodiversity and ecosystems for human health ought to be examined and communicated to decision-makers and the public. We therefore summarized the lessons and recommendations from an interdisciplinary conference convened in Cambodia in 2014 to advise Southeast Asian societies on current research efforts, future research needs, and to provide suggestions for improved education, training and science-policy interactions. First, we reviewed several examples of the important role of ecosystems as 'sentinels' in the sense that potentially harmful developments for human health become first apparent in ecosystem components. Other ecosystem services which also benefit human well-being are briefly summarized. Second, we summarized the recommendations of the conference's roundtable discussions and added recent developments in the science-policy interface. The recommendations were organized along five themes: Ethical and legal considerations; implementation of the One Health approach; education, training, and capacity building; future research priorities; and potential science-policy interactions. While the role of biodiversity for human health needs further research, especially for zoonoses and emerging diseases, many direct and indirect benefits to human health are already apparent, but have yet to filter down to the science-policy interface in order to influence legislation and enforcement. Therefore, efforts to strengthen the interface in Southeast Asia should become a high priority in order to strengthen the health and resilience of Southeast Asian societies. © 2016 Elsevier B.V.","{""Binot, A."",""Boëte, C."",""By, Y."",""Cappelle, J."",""Carrique-Mas, J."",""Chou, M."",""Furey, N."",""Kim, S."",""Lajaunie, C."",""Lek, S."",""Morand, S."",""Méral, P."",""Neang, M."",""Tan, B. H."",""Walther, B. A."",""Walton, C.""}","10.1016/j.meegid.2016.02.003",2024-07-12 23:24:20,"excluded","{""ESI data not used""}",2016,"{}","{""Antibiotic resistance"",""Asia, Southeastern"",Biodiversity,""Biomedical Research"",""Congresses as Topic"",""Ecosystem services"",Evolution,""Guidelines as Topic"",Humans,""Public Health"",Review,""Science-policy interface"",""Southeast Asia"",""capacity building"",climate,""disease transmission"",ecosystem,education,ethics,health,""health service"",human,jurisprudence,law,""law enforcement"",legislation,management,""medical education"",""medical research"",organization,organization,""pesticide resistance"",policy,pollutant,""practice guideline"",""priority journal"",wellbeing,zoonosis}"
6863213,"Advanced Warning Method For Aircraft Landing Risk Under Air –Ground Data Real-Time Transmission Conditions","At present, the flight safety work of civil aviation in China mainly investigates the probable causes of accidents and analyzes flight data after air accidents, causing numerous problems such as passive safety management and delayed risk control. To realize the early warning of flight risk during flight, a dynamic method for the evaluation of landing risk and early warning under the condition of future air –ground data real-time transmission was proposed. The landing stage, which has the most complex operation program and the highest accident rate during a flight, was taken as the research object, and future air-to-ground high-throughput interconnection scenarios comprising 5G and satellite networks were considered to solve the problem of advanced intelligent warnings and aircraft alarms in abnormal flights. First, according to the accident causation theory, the human factor reliability model, the system model, and other theories or models, a landing warning index system based on multisource real-time operation data and the integration of historical statistics and expert knowledge was established. Then, a grounding parameter prediction model was established to solve the problem of lag in the acquisition of four grounding parameters, namely ground pitch angle, ground speed, ground vertical rate, and 50 ft-ground horizontal flight distance in actual flight. This model classified the pilot’s landing operation mode by clustering ARJ21 historical landing data and determined the attribute mean value of the four parameters for each type of operation mode. Furthermore, according to decision field theory, the model discussed the landing mode selection of pilots with different personalities in different scenarios and calculated the selection probability of the pilot’s landing operation mode, thereby obtaining the predicted values of the four above-mentioned indicators. According to the above, aiming at the complexity and uncertainty of the landing risk early warning system, a reasoning method of the multilayer confidence rule base was proposed. This method improved the traditional reasoning method of the single-layer confidence rule base and adopted the bottom-up hierarchical reasoning method considering the complexity characteristics of the landing process, effectively integrating different sources and forms of qualitative or quantitative data. Thus, the dynamic assessment and reasoning of the landing risk were realized. Finally, using the reasoning-based calculation of the landing process for the “2020.10.16 Panzhihua runway grounding event” and “2010.8.2 Yichun air disaster,” the results verified the effectiveness of the method. It was found that the early warning time of the Panzhihua event can reach 13 s. © 2023 Science Press. All rights reserved.","{""Wang, Y."",""Zhao, X.""}","10.13374/j.issn2095-9389.2022.11.29.002",2024-09-27 23:42:24,"excluded","{""No societal value context"",""ESI data not used""}",2023,"{}","{""5G mobile communication systems"",""Aircraft accidents"",""Belief rule base"",""Complex networks"",""Data integration"",""Decision field theories"",""Decision theory"",""Early warning"",Landing,Multi-Sources,""Operation mode"",""Reliability analysis"",""Reliability theory"",""Risk assessment"",""Risk perception"",""Risk warnings"",""advanced risk warning"",""decision field theory"",""hierarchical belief rule base"",""landing risk"",""multisource operation data""}"
6691672,"Progress Report on the Implementation of the Global Observing System for Climate in Support of the UNFCCC 2004-2008 5","- The increasing profile of climate change has reinforced world-wide awareness of the importance of an effective Global Climate Observing System.\n- Developed Countries have improved many of their climate observation capabilities, but national reports suggest little progress in ensuring long-term continuity for several important observing systems.\n- Developing Countries have made only limited progress in filling gaps in their in situ observing networks, with some evidence of decline in some regions, and capacity building support remains small in relation to needs.\n- Both operational and research networks and systems, established principally for other purposes, are increasingly responsive to climate needs including the need for timely data exchange.\n- Space agencies have improved both mission continuity and observational capability, and are increasingly meeting the identified needs for data reprocessing, product generation, and access.\n- The Global Climate Observing System has progressed significantly over the last five years, but still falls short of meeting all the climate information needs of the UNFCCC and broader user communities.","{""Global Climate Observing System""}","https://unfccc.int/resource/docs/2009/sbsta/eng/misc07.pdf",2024-04-28 01:00:12,"excluded","{""Data is not valued""}",2009,"{}",NA
6863266,"A Comprehensive Survey On Gnss Interferences And The Application Of Neural Networks For Anti-Jamming","In recent years, modern systems are highly reliant on Global Navigation Satellite Systems (GNSS) as reliable positioning, navigation, and timing services have become crucial in many safety-critical, security, and emergency applications. Although GNSS technology offers precise and global positioning and navigation, the GNSS signals are susceptible to intentional and unintentional Radio Frequency Interferences (RFI) as the signal strength is weak when they reach the receiver. Hence, the receiver's performance gets degraded as the interference signal may cause navigation error or saturate the receiver's operation. Therefore, the research on interference mitigation is of high interest to the GNSS community and is emerging rapidly. In order to have a beneficial and extensive outlook, an in-depth survey on GNSS interferences and the application of metaheuristic based neural networks for interference cancellation has been presented in this paper; with an emphasis on one of the major GNSS threats i.e. jamming. Various solutions adopted by the researchers to cope up with the interference have been surveyed and presented. Also, to have a more intuitive insight, a comparative analysis of the existing mitigating techniques has been summarized. In addition, the review focuses on the neural network approach for anti-jamming and also discusses the implementation strategy of particle swarm optimization based back propagation neural network (PSO-BPNN) to address the shortcomings of traditional training algorithms. Finally, the future aspects to further enhance the neural network algorithms for anti-jamming have also been provided for the benefit of researchers.","{""Lorraine, Kambham Jacob Silva"",""Ramarakula, Madhu""}","10.1080/03772063.2021.1953407",2024-10-03 17:33:56,"excluded","{""No societal value context""}",2023,"{}","{""Global Navigation Satellite System (GNSS); Jamming; Navigation; Neural networks; Radio frequency int""}"
