topic,term,prob
topic 1,water,0.026577943223781035
topic 1,remote,0.009460841976211975
topic 1,study,0.009034144115149167
topic 1,results,0.008709957699714483
topic 1,land,0.007944801917908872
topic 1,management,0.007314826840374229
topic 1,cover,0.006721572533524255
topic 1,vegetation,0.006603557341161526
topic 1,environmental,0.006123242193394466
topic 1,monitoring,0.006091653000495826
topic 1,ecosystem,0.005696773949713169
topic 1,information,0.005281788320902452
topic 1,change,0.005278791252184662
topic 1,urban,0.004632283825775674
topic 1,surface,0.004589332310613919
topic 1,images,0.004356175582114533
topic 1,models,0.004187505981426295
topic 1,values,0.004119535402994714
topic 1,sensing,0.004111171256111444
topic 1,climate,0.004071757544161388
topic 1,satellite,0.003903281574237319
topic 1,analysis,0.0036237383275959747
topic 1,soil,0.0034870443564099032
topic 1,resources,0.003431750219078579
topic 1,methods,0.0032679735754793993
topic 1,method,0.0032440882540689647
topic 1,developed,0.0032407024522538076
topic 1,forest,0.0031724392951768205
topic 1,system,0.0030745802341577096
topic 1,agricultural,0.0030436251332168355
topic 1,resource,0.002918623712479592
topic 1,maps,0.002884229416219216
topic 1,coastal,0.0027015996487189872
topic 1,time,0.002695133211968173
topic 1,cost,0.0026680995964716726
topic 1,data,0.00262866447537266
topic 1,crop,0.0025890312699108557
topic 1,regions,0.0025701158551650564
topic 1,assessment,0.0025527301142960917
topic 1,systems,0.002522976966149059
topic 1,spectral,0.0025222735480152757
topic 1,production,0.002520836475604888
topic 1,river,0.0025065771263860664
topic 1,planning,0.002475891980425267
topic 1,fire,0.002468228168148084
topic 1,mapping,0.002457385138328839
topic 1,approach,0.0024534815152721734
topic 1,classification,0.0023548531387302756
topic 1,energy,0.0023373338061923004
topic 1,national,0.0022416391030640973
topic 1,found,0.002148266794193785
topic 1,human,0.002124486780353275
topic 1,research,0.0021241719379124324
topic 1,annual,0.002119439806484126
topic 1,future,0.002111843850948744
topic 1,china,0.002101239694154288
topic 1,assess,0.002098661772866746
topic 1,quality,0.0020714100014733727
topic 1,low,0.002071389734731424
topic 1,lake,0.002064455009315452
topic 1,imagery,0.002055082916404784
topic 1,policy,0.0020518728400008503
topic 1,health,0.0020184928823400493
topic 1,elsevier,0.001985056049960785
topic 1,evapotranspiration,0.0019167473133164215
topic 1,basin,0.0019150096874011107
topic 1,ndvi,0.0018880528482593869
topic 1,difference,0.0018863164863033336
topic 1,global,0.0018611308891506736
topic 1,natural,0.001853513247738622
topic 1,reserved,0.0018100063133583081
topic 1,techniques,0.0017792072776891825
topic 1,conditions,0.0017582943342004584
topic 1,loss,0.0017523438035304025
topic 1,impact,0.0017449073333800156
topic 1,levels,0.0017430783000847013
topic 1,scale,0.0017339897129869915
topic 1,environment,0.0016776002938611145
topic 1,paper,0.0016627938490148418
topic 1,technology,0.001647289478080283
topic 1,patterns,0.0016353288461922262
topic 1,lulc,0.001620304982903969
topic 1,local,0.0016189541774684903
topic 1,multi,0.0016188501697894059
topic 1,parameters,0.0016079121261963608
topic 1,current,0.001606410078103326
topic 1,utility,0.0016021479836923786
topic 1,potential,0.0015922810099988896
topic 1,application,0.001570556763427701
topic 1,lakes,0.0015624689858320124
topic 1,compared,0.0015512803406899308
topic 1,estimated,0.0015464326988271573
topic 1,ecosystems,0.0015384431275104772
topic 1,drought,0.0015321497874310906
topic 1,wetland,0.0015121621784885957
topic 1,species,0.001505321009377731
topic 1,proposed,0.0014859762594299406
topic 1,watershed,0.0014764587392636962
topic 1,correlation,0.001476031867977428
topic 1,modis,0.0014396168338622593
topic 10,land,0.030775114373011607
topic 10,data,0.012743787493128503
topic 10,soil,0.009439461004083825
topic 10,spatial,0.008659939879435221
topic 10,remote,0.008638256431065808
topic 10,sensing,0.008073726692577318
topic 10,information,0.006013962938077039
topic 10,conservation,0.005900359280543041
topic 10,forest,0.005752918772204021
topic 10,results,0.005548714378371133
topic 10,analysis,0.005366613333610974
topic 10,management,0.004906226125899391
topic 10,urban,0.00477177858576378
topic 10,models,0.0044688162927774625
topic 10,factors,0.004114439191096098
topic 10,based,0.004015696238802015
topic 10,variables,0.00396641885932269
topic 10,method,0.0038936183198853744
topic 10,erosion,0.003680331941921072
topic 10,distribution,0.0035530932063017693
topic 10,agricultural,0.0033979730681565757
topic 10,road,0.003331537849888696
topic 10,loss,0.0032603230373901143
topic 10,ecosystem,0.00311221318494275
topic 10,cover,0.0030197289992357915
topic 10,economic,0.0029827404479655685
topic 10,maps,0.00291662282978682
topic 10,low,0.0028324801531252088
topic 10,developed,0.0028205212217503987
topic 10,research,0.002808032011857978
topic 10,environment,0.0027729271437350184
topic 10,values,0.0027257198058919484
topic 10,local,0.0026968846135942397
topic 10,due,0.0026927241376902542
topic 10,habitat,0.0026734476838360262
topic 10,provide,0.002638548931497105
topic 10,scale,0.002579509854929725
topic 10,model,0.002573845747673025
topic 10,resources,0.0025677211986293333
topic 10,study,0.0025342376013240252
topic 10,network,0.0025128202255149767
topic 10,change,0.0024958547496845836
topic 10,system,0.002459479922478273
topic 10,region,0.0024497731281616685
topic 10,space,0.002432695301662551
topic 10,services,0.0023661857045564685
topic 10,total,0.0022909411877697745
topic 10,china,0.002268958382659126
topic 10,forests,0.00225171581666679
topic 10,growth,0.0022478219122132053
topic 10,index,0.0022456996553031016
topic 10,gis,0.002233234279885168
topic 10,social,0.002171718095016683
topic 10,studies,0.002163473662338086
topic 10,spectral,0.0021294395280292947
topic 10,production,0.002114211000585868
topic 10,population,0.002081939213326876
topic 10,significant,0.002020433113426454
topic 10,time,0.0019991793829407115
topic 10,function,0.001988227670104639
topic 10,effective,0.0019546510772256317
topic 10,improve,0.0019433076420978237
topic 10,performance,0.00190533413171961
topic 10,field,0.0018539460917040972
topic 10,city,0.001851531841424642
topic 10,lulc,0.0018134718584523288
topic 10,future,0.0018070680131189191
topic 10,river,0.0018048026975895548
topic 10,type,0.0017922490084361917
topic 10,effects,0.001786128448062484
topic 10,image,0.0017614938210808353
topic 10,earth,0.0016939220961217642
topic 10,result,0.0016760061512829838
topic 10,systems,0.0016678435756584315
topic 10,benefits,0.001653571533598274
topic 10,elsevier,0.0016440165002504102
topic 10,quality,0.001631645876924619
topic 10,human,0.0016296955338857202
topic 10,regions,0.0016292518899216073
topic 10,ground,0.0016198763033521122
topic 10,remotely,0.0016169899282777432
topic 10,biodiversity,0.0015697636447495225
topic 10,major,0.00151257900607691
topic 10,rate,0.0014995896432580828
topic 10,extraction,0.0014910138051054483
topic 10,approach,0.0014873292335709212
