topic,term,prob
topic 1,system,0.014586739918256545
topic 1,study,0.011668871453627959
topic 1,drought,0.010422847478726965
topic 1,base,0.010387068920754684
topic 1,water,0.00904220793753051
topic 1,remote,0.008658454374067903
topic 1,satellite,0.008113691509122
topic 1,datum,0.008022310048709335
topic 1,land,0.007914599033103912
topic 1,forest,0.007564650644585784
topic 1,information,0.0070122536480577416
topic 1,policy,0.006621665600318276
topic 1,estimate,0.0064483530916723915
topic 1,time,0.006255288445539513
topic 1,research,0.006055621586071478
topic 1,increase,0.005650903719738564
topic 1,spatial,0.0055309523715058075
topic 1,method,0.005452098582865009
topic 1,environmental,0.005212511319203846
topic 1,cost,0.0051499861162972935
topic 1,field,0.005102594693866954
topic 1,crop,0.005072189884053227
topic 1,value,0.004657130582218676
topic 1,include,0.004646886208805772
topic 1,soil,0.004525149300431413
topic 1,develop,0.004292595759964614
topic 1,environment,0.004137233080071056
topic 1,law,0.0038875057979091774
topic 1,yield,0.003802800176197184
topic 1,sense,0.0037381711524042084
topic 1,monitoring,0.0036779006944943522
topic 1,production,0.0036147548008584316
topic 1,site,0.0035919195422504852
topic 1,analysis,0.0035878332608398414
topic 1,assessment,0.0035672039413748454
topic 1,economic,0.003434239874843538
topic 1,development,0.003403420923629497
topic 1,international,0.0033820643043018144
topic 1,fire,0.003372580379225233
topic 1,decision,0.003264751877726512
topic 1,management,0.0032567656738245673
topic 1,impact,0.003226336258988996
topic 1,factor,0.0030710003733417698
topic 1,condition,0.002962751975758704
topic 1,benefit,0.002957481691612982
topic 1,climate,0.002768961398707482
topic 1,index,0.00274166085573968
topic 1,risk,0.0025742298998735623
topic 1,scale,0.0025730936455053695
topic 1,earth,0.00256104949088084
topic 1,tool,0.0025581092618341796
topic 1,legal,0.0024833927839457873
topic 1,relate,0.002463799140457725
topic 1,vegetation,0.0024562396624792
topic 1,period,0.002441950881875748
topic 1,region,0.0024221881136969213
topic 1,program,0.002384237383739716
topic 1,source,0.00238194001264456
topic 1,integrate,0.0023196664010171238
topic 1,propose,0.0022578439255694907
topic 1,dynamic,0.002256981283789798
topic 1,agriculture,0.0021920255790498287
topic 1,landscape,0.002177488102507647
topic 1,observation,0.002171129869521932
topic 1,planning,0.002166806578470556
topic 1,agricultural,0.002158811693191544
topic 1,assess,0.0021155254447709037
topic 1,reserve,0.002100495368079952
topic 1,measure,0.0020975798477316345
topic 1,government,0.0020800094889106254
topic 1,structure,0.002069080609959483
topic 1,specific,0.0020051066303054636
topic 1,plant,0.001947881184798767
